# license: LicenseRef-Sakura-InHouse
reading	surface	left_id	right_id	word_cost	prediction_cost	flags	annotation
ちゅうしゃく	注釈	1841	1841	5133	6333	predict	本文の補足や注意を説明する書き添え。
ほそく	補足	1841	1841	4575	5775	predict	不足している情報を付け加えて補うこと。
ちゅうき	注記	1841	1841	5105	6305	predict	注意や補足のために書き添える短い記述。
りゅうい	留意	1841	1841	4536	5736	predict	ある点に気をつけ、心にとめておくこと。
はいりょ	配慮	1841	1841	3859	5059	predict	相手や状況を考えて、適切に気を配ること。
こうりょ	考慮	1841	1841	3752	4952	predict	条件や事情を考えに入れること。
かんあん	勘案	1841	1841	5314	6514	predict	事情や条件をよく考え合わせること。
こうさつ	考察	1841	1841	4125	5325	predict	物事を深く考え、意味や原因を明らかにしようとすること。
かいせき	解析	1841	1841	3940	5140	predict	複雑な構造やデータを分けて詳しく調べること。
かいどく	解読	1841	1841	5173	6373	predict	暗号や分かりにくい記号などを読み解くこと。
かいしゃく	解釈	1841	1841	3999	5199	predict	言葉や事柄の意味を自分なりに読み取ること。
いぎ	意義	1851	1851	4527	5727	predict	その事柄が持つ価値や重要な意味。
かち	価値	1851	1851	3518	4718	predict	役に立つ程度や、重要だと認められる性質。
こうか	効果	1851	1851	2979	4179	predict	行ったことによって現れるよい結果や効き目。
こうのう	効能	1851	1851	5029	6229	predict	ある物や方法が発揮する効き目や効果。
さよう	作用	1841	1841	3924	5124	predict	他に働きかけて、変化や影響を与えること。
さどう	作動	1841	1841	4476	5676	predict	機械や機能が動作すること。
うんてん	運転	1841	1841	3434	4634	predict	機械や車両を動かすこと、または運行を管理すること。
そうじゅう	操縦	1841	1841	4770	5970	predict	機械や乗り物を意図どおりに動かすこと。
ちょうせい	調整	1841	1841	3220	4420	predict	状態やバランスが適切になるよう整えること。
ちょうせつ	調節	1841	1841	4251	5451	predict	程度や量を目的に合わせて加減すること。
ほせい	補正	1841	1841	4197	5397	predict	誤差やずれを直して正しい値に近づけること。
こうせい	校正	1841	1841	5033	6233	predict	文書の誤字や体裁を確認して正すこと、または計器を基準に合わせること。
せいど	精度	1851	1851	4122	5322	predict	測定値や処理結果が真の値に近い程度。
せいみつせい	精密性	1931	1970	6479	-		仕上がりや測定が細部まで正確である性質。
しょうさい	詳細	1931	1931	2167	3367	predict	細かな点まで詳しい内容。
ちみつ	緻密	1931	1931	4063	5263	predict	細部まで行き届き、粗さや漏れがないこと。
さいみつ	細密	1931	1931	5289	6489	predict	細部にわたって細かく詳しいこと。
きんしょう	僅少	1931	1931	5873	7073	predict	数量がごくわずかなこと。
きょだい	巨大	1931	1931	3063	4263	predict	大きさや規模が非常に大きいこと。
だいきぼ	大規模	2616	1851	1901	3101	predict	規模が大きく、多くの範囲や要素に及ぶこと。
こがた	小型	1931	1931	3223	4423	predict	標準より小さい形や規格であること。
しょうきぼ	小規模	1931	1931	3542	4742	predict	規模が小さく、範囲や要素が限られていること。
きょくしょてき	局所的	1851	2032	5852	7052	predict	全体ではなく、限られた場所や部分に関すること。
すみやか	速やか	1931	1931	3538	4738	predict	時間を置かず、すぐに行うさま。
きんきゅう	緊急	1931	1931	3054	4254	predict	すぐに対応しなければならない差し迫った状態。
ゆうせん	優先	1841	1841	3631	4831	predict	他より先に扱うこと。
せんけつ	先決	1841	1841	6089	-		先に決めておくべきこと。
ぜんてい	前提	1851	1851	4126	5326	predict	判断や議論の土台として、あらかじめ置く条件。
ひっす	必須	1931	1931	2769	3969	predict	必ず必要で、省くことができないこと。
しょよう	所要	1841	1841	4601	5801	predict	目的のために必要となること、または必要な時間や費用。
ひつようりょう	必要量	1931	1949	5549	6749	predict	目的を満たすために必要な量。
しぼう	志望	1841	1841	4183	5383	predict	将来その仕事や学校などに進みたいという希望。
しこう	指向	1841	1841	5065	6265	predict	ある方向や目標へ向かうこと。
しこう	嗜好	1841	1841	4988	6188	predict	特定のものを好むこと、好み。
せんこう	選好	1841	1841	6020	-		複数の選択肢から特定のものを好んで選ぶこと。
せんたく	選択	1841	1841	2925	4125	predict	複数のものから適切なものを選ぶこと。
せんてい	選定	1841	1841	4127	5327	predict	条件に照らして選び定めること。
けってい	決定	1841	1841	3326	4526	predict	事柄を最終的に決めること。
けつぎ	決議	1841	1841	4855	6055	predict	会議などで意思を決めること。
さいけつ	採決	1841	1841	5783	6983	predict	議案について賛否を取り、可否を決めること。
さいたく	採択	1841	1841	4853	6053	predict	案や意見などを選び、採用すること。
さいよう	採用	1841	1841	3198	4398	predict	条件に合う人や案を選んで用いること。
せんこう	選考	1841	1841	3981	5181	predict	基準に基づいて候補を調べ、選び出すこと。
せんばつ	選抜	1841	1841	4400	5600	predict	多くの中から優れたものを選び出すこと。
ちゅうしゅつ	抽出	1841	1841	4224	5424	predict	多くの中から条件に合うものを取り出すこと。
いんよう	引用	1841	1841	3966	5166	predict	他の文章や発言を、出典を示して取り入れること。
てんさい	転載	1841	1841	4397	5597	predict	他の媒体に載っている文章などを、別の媒体に載せること。
さいけい	再掲	1841	1841	5754	6954	predict	以前に掲げた情報を、もう一度掲載すること。
さいろく	再録	1841	1841	5632	6832	predict	以前の記録や記事などを改めて収録すること。
さいせい	再生	1841	1841	3547	4747	predict	記録された音声や映像などを、再び再生すること。
かいふく	回復	1841	1841	3540	4740	predict	失われた状態や機能が元に戻ること。
かいふく	快復	1841	1841	6500	-		病気やけがが治って、健康な状態に戻ること。
あっか	悪化	1841	1841	4131	5331	predict	状態や状況が以前より悪くなること。
ぞうあく	増悪	1841	1841	5564	6764	predict	病気や症状がさらに悪くなること。
たいか	退化	1841	1841	5722	6922	predict	進歩した性質や機能が失われ、前の段階へ戻ること。
たいこう	退行	1841	1841	6093	-		発達や進行が後戻りすること。
こうたい	後退	1841	1841	4923	6123	predict	位置や進み具合が後ろへ下がること。
しゅくしょう	縮小	1841	1841	4506	5706	predict	大きさや規模を小さくすること。
しゅくげん	縮減	1841	1841	6138	-		数量や規模を縮めて減らすこと。
さくげん	削減	1841	1841	3897	5097	predict	量や費用などを削って減らすこと。
げんがく	減額	1841	1841	4870	6070	predict	金額を減らすこと。
ねさげ	値下げ	1841	1841	4518	5718	predict	商品などの価格を下げること。
ていか	低下	1841	1841	3730	4930	predict	程度や水準が下がること。
ひきあげ	引上げ	1841	1841	5798	6998	predict	水準や金額などを上げること。
ぞうがく	増額	1841	1841	5218	6418	predict	金額を増やすこと。
ぞうか	増加	1841	1841	3574	4774	predict	数量や程度が増えること。
ぞうりょう	増量	1841	1841	5085	6285	predict	量を増やすこと。
ぞうきょう	増強	1841	1841	4868	6068	predict	力や機能を増して強くすること。
きょうか	強化	1841	1841	3419	4619	predict	性能や体制などを強くすること。
ほきょう	補強	1841	1841	4473	5673	predict	弱い部分に手を加え、強くすること。
ほかん	補完	1841	1841	4762	5962	predict	不足する部分を補い、全体を整えること。
かんぜん	完全	1931	1931	2356	3556	predict	欠けたところや不足がなく、完全な状態であること。
かんけつ	完結	1841	1841	4363	5563	predict	物事が最後まで終わり、まとまること。
かんしょう	鑑賞	1841	1841	4183	5383	predict	芸術作品を味わい評価しながら見ること。
かんしょう	観賞	1841	1841	5031	6231	predict	作品や自然の美しさを楽しんで見ること。
かんしん	関心	1851	1851	4110	5310	predict	物事に興味を持ち、注意を向けること。
かんこう	慣行	1851	1851	5481	6681	predict	長く行われ、社会や組織で定着しているやり方。
かんれい	慣例	1851	1851	5962	7162	predict	以前からの慣れたやり方やしきたり。
はんれい	判例	1851	1851	5413	6613	predict	裁判所が過去の事件で示した判断の例。
じれい	事例	1851	1851	3862	5062	predict	ある事実や出来事の具体的な例。
じつれい	実例	1851	1851	4993	6193	predict	実際に起きた、または実在する例。
ぐたいれい	具体例	1851	1851	5079	6279	predict	抽象的な説明を具体的に示す例。
れいじ	例示	1841	1841	5619	6819	predict	例を挙げて示すこと。
しょうめい	証明	1841	1841	3597	4797	predict	事実や正しさを根拠によって明らかにすること。
りっしょう	立証	1841	1841	5359	6559	predict	証拠を示して事実や主張を証明すること。
じっしょう	実証	1841	1841	4430	5630	predict	実際の事実や結果によって確かめること。
じっけん	実験	1841	1841	3786	4986	predict	条件を整え、現象や効果を確かめる試み。
しこう	試行	1841	1841	4761	5961	predict	方法や処理を試しに行うこと。
しけん	試験	1841	1841	3342	4542	predict	性能・品質・知識などを基準に照らして調べること。
しんさ	審査	1841	1841	3710	4910	predict	基準に照らして可否や適否を調べること。
しんぎ	審議	1841	1841	4566	5766	predict	会議で案や問題を詳しく検討すること。
ぎろん	議論	1841	1841	3916	5116	predict	互いに意見を述べ、問題について論じ合うこと。
とうぎ	討議	1841	1841	5695	6895	predict	複数人で議題を詳しく話し合うこと。
とうろん	討論	1841	1841	5055	6255	predict	論点について賛否を分けて意見を戦わせること。
ろんそう	論争	1841	1841	5124	6324	predict	意見が対立し、互いに主張を争うこと。
そうぎ	争議	1841	1841	5971	7171	predict	労使などが要求や権利をめぐって争うこと。
ふんそう	紛争	1841	1841	4573	5773	predict	当事者間で対立が続き、争いになること。
たいりつ	対立	1841	1841	4481	5681	predict	二つ以上の立場や意見が互いに反対になること。
きょうそう	競争	1841	1841	3971	5171	predict	相手より優れようと互いに競うこと。
きょうそう	競走	1841	1841	4837	6037	predict	決められた距離を走って速さを競うこと。
そうこう	走行	1841	1841	3851	5051	predict	車両などが道路や経路を走ること。
うんこう	運航	1841	1841	4871	6071	predict	船舶・航空機などを計画に従って運行すること。
こうこう	航行	1841	1841	5264	6464	predict	船や航空機が水上・空中を進むこと。
こうかい	航海	1841	1841	4863	6063	predict	船で海を航行すること。
